Conversation ID,Conversation started at (America/New_York),Fin AI Agent deflected,Topics,AI Subtopic,AI Topic
215473068433300,2026-02-11 20:59:25,true,,"Batch item and button issues, Batch processing errors and problem resolution, Cache and browser troubleshooting","Troubleshooting, Batch processing"
215473068423688,2026-02-11 20:59:09,true,cancel,ScoutIQ subscription cancellation and payment problems,ScoutIQ subscription
215473066812307,2026-02-11 19:23:35,true,,FNSKU label printing and troubleshooting,Labeling
215473066320756,2026-02-11 18:50:07,true,,"MFN batch troubleshooting, Batch item and button issues, General batch issues and troubleshooting","Troubleshooting, Batch processing"
215473066222390,2026-02-11 18:40:55,true,,Shipping label printing and downloading,Labeling
215473065993441,2026-02-11 18:20:31,true,,"General shipment issues and status, International marketplace compatibility and InventoryLab support, Box handling and item movement in batches","Shipment issues, InventoryLab, Batch processing"
215473065939690,2026-02-11 18:10:50,true,,Batch item and button issues,Troubleshooting
215473065886801,2026-02-11 18:04:16,true,cancel,Ending and canceling subscriptions across services,Subscription cancellation and refunds
215473065485179,2026-02-11 17:12:19,true,,,
215473064604015,2026-02-11 15:38:31,true,,"Shipping label printing and downloading, Printer and printing troubleshooting","Labeling, Troubleshooting"
215473063974449,2026-02-11 15:22:02,true,,Credit card and card payment updates,Payment updates
215473061498405,2026-02-11 14:09:59,true,,"Seller Central shipping workflow and status checks, Amazon account connection and authorization issues","Shipment issues, Amazon operations"
215473061163182,2026-02-11 13:51:54,true,,"Box handling and item movement in batches, Batch processing errors and problem resolution",Batch processing
215473060838868,2026-02-11 13:30:54,true,seller 365,"ScoutIQ subscription setup and account access, Seller 365 account access and upgrades","ScoutIQ subscription, Seller 365"
215473060050104,2026-02-11 12:26:34,true,,ASIN import and invalid ASIN errors,SKU and ASIN issues
215473059990451,2026-02-11 12:23:09,true,,,
215473059774197,2026-02-11 12:11:24,true,,Placement and shipment fee concerns,Placement errors
215473059619282,2026-02-11 12:03:44,true,,Minimum and maximum price configuration,SmartRepricer
215473059528479,2026-02-11 11:58:01,true,,"Item revalidation troubleshooting, ASIN import and invalid ASIN errors, Amazon product approval process","Troubleshooting, SKU and ASIN issues, Amazon operations"
215473059453303,2026-02-11 11:50:53,true,,Printer and printing troubleshooting,Troubleshooting
215473058623454,2026-02-11 10:54:07,true,,Merging and managing multiple accounts,Merging and managing multiple accounts
215473057063324,2026-02-11 09:33:57,true,,Shipping label printing and downloading,Labeling
215473056094361,2026-02-11 08:32:27,true,,Automated review and feedback requests,Review automation
215473055059391,2026-02-11 07:37:23,true,,"Minimum and maximum price configuration, Bulk cost and supplier data import","SmartRepricer, Bulk upload"
215473054419034,2026-02-11 06:42:30,true,,Changing associated account email addresses,Email settings
215473053703723,2026-02-11 05:17:45,true,,Invoice payments and viewing,Invoice payments and viewing
215473052183360,2026-02-11 02:14:36,true,,"Trial subscription cancellation, Inventory valuation and reporting","Subscription cancellation and refunds, Inventory issues"
215473051137495,2026-02-10 23:14:19,true,,"Scoutify login and access issues, ScoutIQ subscription setup and account access",ScoutIQ subscription
215473051078383,2026-02-10 23:00:56,true,,,
215473050937665,2026-02-10 22:25:36,true,,"Batch closing, reopening, and restoration",Batch processing
215473050671366,2026-02-10 21:31:13,true,,Profit and sales discrepancies analysis,Profit and sales discrepancies analysis
215473049555662,2026-02-10 19:15:14,true,,"Inventory data upload, import, and shipment creation workflows, InventoryLab employee and user setup","InventoryLab, User access"
215473049510316,2026-02-10 19:10:45,true,,"Minimum and maximum price configuration, ASIN and SKU pricing discrepancies, Unexpected price changes and pricing errors",SmartRepricer
215473049193639,2026-02-10 18:26:38,true,,Account cancellation issues,Troubleshooting
215473049005491,2026-02-10 18:01:31,true,,"Shipping label printing and downloading, Cache and browser troubleshooting","Labeling, Troubleshooting"
215473047893134,2026-02-10 16:15:16,true,"refund, cancel","Refunds after subscription cancellation or failed cancellation, Subscription charges and billing discrepancies, Changing associated account email addresses","Subscription cancellation and refunds, Email settings"
215473047888512,2026-02-10 16:14:57,true,,"Shipment batch issues and closing procedures, Packing option regeneration errors","Batch processing, Placement errors"
215473047619437,2026-02-10 15:58:47,true,,"Inventory data upload, import, and shipment creation workflows, Walmart review automation and integration","InventoryLab, Review automation"
215473047317855,2026-02-10 15:28:35,true,,Shipment error messages and troubleshooting,Shipment issues
215473047257339,2026-02-10 15:20:48,true,,Item revalidation troubleshooting,Troubleshooting
215473047034725,2026-02-10 15:05:55,true,,Subscription cancellation requests and account deletion,Subscription cancellation and refunds
215473046935306,2026-02-10 14:57:44,true,,Bulk cost and supplier data import,Bulk upload
215473046720581,2026-02-10 14:31:28,true,,,
215473046140282,2026-02-10 13:58:53,true,,Access and connectivity issues with InventoryLab,InventoryLab
215473045163360,2026-02-10 12:56:31,true,,Item revalidation troubleshooting,Troubleshooting
215473045061623,2026-02-10 12:47:39,true,refund,FBA and FBM inventory coordination,FBA operations
215473044649542,2026-02-10 12:21:03,true,,"Subscription cancellation charges, Refunding charges and erroneous transactions","Cancellation confirmation, Billing disputes and refunds"
215473042957608,2026-02-10 10:36:12,true,,Unexpected price changes and pricing errors,SmartRepricer
215473042566144,2026-02-10 10:25:56,true,,"Storage limits and volume restrictions, ASIN import and invalid ASIN errors","Inventory issues, SKU and ASIN issues"
215473041729970,2026-02-10 10:01:08,true,,Walmart review automation and integration,Review automation
215473041244268,2026-02-10 09:41:24,true,,"Item revalidation troubleshooting, Batch item and button issues",Troubleshooting
215473040545624,2026-02-10 09:00:17,true,,"Depot order conversion requests, International marketplace compatibility and InventoryLab support","Depot order conversion requests, InventoryLab"
215473040061015,2026-02-10 08:47:55,true,cancel,Subscription cancellation requests and account deletion,Subscription cancellation and refunds
215473039383951,2026-02-10 08:26:54,true,,ScoutIQ subscription setup and account access,ScoutIQ subscription
215473038865170,2026-02-10 08:07:21,true,,"Refunds after subscription cancellation or failed cancellation, Account cancellation confirmation, Address verification issues and error resolution","Subscription cancellation and refunds, Cancellation confirmation, Address verification issues and error resolution"
215473038828691,2026-02-10 08:05:44,true,,Bulk cost and supplier data import,Bulk upload
215473038613623,2026-02-10 07:46:12,true,seller 365,Automated review and feedback requests,Review automation
215473037479877,2026-02-10 05:45:13,true,,"DataSpark integration and access in Seller 365, ScoutX and Scoutify functionality, Website loading and accessibility issues","Seller 365, ScoutIQ subscription, Troubleshooting"
215473034886954,2026-02-09 23:08:36,true,,Order visibility and health issues,Troubleshooting
215473034062920,2026-02-09 21:03:04,true,,Seller Central account linking and troubleshooting,Amazon operations
215473034032577,2026-02-09 20:59:28,true,,"Profit and loss tax reporting and historical report access, Bulk cost and supplier data import","Profit and loss tax reporting and historical report access, Bulk upload"
215473033945046,2026-02-09 20:39:47,true,,InventoryLab subscription transition to Seller 365,Seller 365
215473033824964,2026-02-09 20:17:18,true,,Trial subscription cancellation,Subscription cancellation and refunds
215473033740229,2026-02-09 20:02:27,true,,Account deletion process,Account status
215473032707962,2026-02-09 19:13:17,true,,"MSKU validation and error resolution, Pending offer creation issues, FNSKU label printing and troubleshooting","SKU and ASIN issues, Troubleshooting, Labeling"
215473032105636,2026-02-09 18:24:13,true,,"Account email changes and linking, Amazon account connection and authorization issues","InventoryLab, Amazon operations"
215473031815729,2026-02-09 18:11:16,true,,InventoryLab subscription transition to Seller 365,Seller 365
215473030579895,2026-02-09 16:13:40,true,,"ASIN and SKU pricing discrepancies, Restricted and excluded products handling","SmartRepricer, Restricted and excluded products handling"
215473030386893,2026-02-09 15:48:19,true,,,
215473029941202,2026-02-09 14:55:08,true,,Hazmat shipping requirements and carrier options,Hazmat shipping requirements and carrier options
215473029468245,2026-02-09 14:21:31,true,,Amazon account integration and linking requirements,Amazon operations
215473027959776,2026-02-09 12:32:53,true,cancel,Payment method changes and PayPal updates,Payment updates
215473027076743,2026-02-09 11:44:09,true,,"Restock and insights reporting features, ScoutX and Scoutify functionality, ASIN and SKU pricing discrepancies","InventoryLab, ScoutIQ subscription, SmartRepricer"
215473026006659,2026-02-09 10:38:18,true,,"FBA pricing and sales discrepancies, Shipment error messages and troubleshooting","FBA operations, Shipment issues"
215473025661962,2026-02-09 10:19:02,true,,Bulk cost and supplier data import,Bulk upload
215473024568771,2026-02-09 09:27:00,true,,Walmart review automation and integration,Review automation
215473024430952,2026-02-09 09:18:32,true,,DataSpark integration and access in Seller 365,Seller 365
215473023708626,2026-02-09 08:28:37,true,,"Amazon account connection and authorization issues, Amazon account integration and linking requirements",Amazon operations
215473018757565,2026-02-09 01:32:55,true,,SmartRepricer settings and error resolution,SmartRepricer
215473016890647,2026-02-08 19:38:56,true,,"Confirm placement operation failures, Shipment placement errors and resolution, Error message troubleshooting","Placement errors, Troubleshooting"
215473016118299,2026-02-08 17:25:00,true,seller 365,Minimum and maximum price configuration,SmartRepricer
215473015762409,2026-02-08 16:19:42,true,,Inventory valuation and reporting,Inventory issues
215473015516707,2026-02-08 16:09:18,true,,Payment issues and troubleshooting,Payment updates
215473013824260,2026-02-08 13:03:46,true,,"Trial subscription cancellation, Seller 365 plan selection issues, ScoutIQ subscription setup and account access","Subscription cancellation and refunds, Seller 365, ScoutIQ subscription"
215473012911430,2026-02-08 11:08:01,true,,Shipping label printing and downloading,Labeling
215473012729000,2026-02-08 10:47:12,true,,"Amazon shipment splits and optimized shipping options, Amazon-specific shipment problems and sending issues, Persistent issue resolution","InventoryLab, Shipment issues, Troubleshooting"
215473012683105,2026-02-08 10:40:04,true,cancel,"Ending and canceling subscriptions across services, SmartRepricer and InventoryLab integration and access","Subscription cancellation and refunds, SmartRepricer"
215473010849963,2026-02-08 06:14:56,true,,Bulk cost and supplier data import,Bulk upload
215473010596104,2026-02-08 05:16:55,true,,,
215473009777769,2026-02-08 02:11:09,true,,DataSpark integration and access in Seller 365,Seller 365
215473009024961,2026-02-07 22:44:17,true,,CSV file upload and import operations,Bulk upload
215473008806119,2026-02-07 21:29:08,true,,Trial subscription cancellation,Subscription cancellation and refunds
215473008776071,2026-02-07 21:18:23,true,"refund, cancel",Subscription refund eligibility and availability,Subscription cancellation and refunds
215473007943989,2026-02-07 17:46:16,true,,"Amazon batch verification and submission errors, FeedbackWhiz account setup and subscription","Amazon operations, FeedbackWhiz account setup and subscription"
215473007641776,2026-02-07 17:07:09,true,,,
215473007626516,2026-02-07 17:05:17,true,,"Restricted and excluded products handling, ScoutIQ subscription setup and account access","Restricted and excluded products handling, ScoutIQ subscription"
215473006807014,2026-02-07 14:53:43,true,,"ScoutIQ subscription setup and account access, Service outage updates and response times, Plan selection and change options","ScoutIQ subscription, Service issues, Subscription status options"
215473006517263,2026-02-07 13:56:35,true,,Subscription activation and reactivation issues,Subscription status options
215473006240653,2026-02-07 13:06:09,true,,"TA versions and feature differences, Search functionality and results issues","Tactical Arbitrage subscriptions and accounts, Search functionality and results issues"
215473006219811,2026-02-07 13:02:17,true,cancel,Ending and canceling subscriptions across services,Subscription cancellation and refunds
215473004675149,2026-02-07 10:17:55,true,,"User invitation and access options, Plan selection and change options","User access, Subscription status options"
215473002153658,2026-02-07 02:38:24,true,,International marketplace compatibility and InventoryLab support,InventoryLab
215473001182184,2026-02-06 22:03:02,true,,ScoutIQ subscription cancellation and payment problems,ScoutIQ subscription
215473001054487,2026-02-06 21:25:47,true,refund,"InventoryLab and supplier-related subscription refunds, InventoryLab subscription cancellation, Subscription cancellation verification","Subscription cancellation and refunds, Cancellation confirmation"
215473001052974,2026-02-06 21:25:18,true,,Tactical Arbitrage subscriptions and accounts,Tactical Arbitrage subscriptions and accounts
215472999560932,2026-02-06 19:10:58,true,,Profit and sales discrepancies analysis,Profit and sales discrepancies analysis
215472999361315,2026-02-06 18:44:36,true,,Scanning and scan option issues,Troubleshooting
215472998818807,2026-02-06 18:03:26,true,"seller 365, cancel","Subscription cancellation verification, Trial subscription cancellation, Upgrading and transitioning to Seller 365","Cancellation confirmation, Subscription cancellation and refunds, Seller 365"
215472998517348,2026-02-06 17:07:56,true,,Subscription renewal process and troubleshooting,Subscription status options
215472998514481,2026-02-06 17:07:26,true,,Access and connectivity issues with InventoryLab,InventoryLab
215472998287932,2026-02-06 16:41:20,true,cancel,Subscription cancellation requests and account deletion,Subscription cancellation and refunds
215472997585158,2026-02-06 16:09:34,true,,SmartRepricer settings and error resolution,SmartRepricer
215472996951619,2026-02-06 15:11:38,true,,"Item revalidation troubleshooting, Batch restoration and error handling, Amazon shipment communication and stuck process issues","Troubleshooting, Batch processing, Amazon operations"
215472995427867,2026-02-06 13:58:11,true,,ScoutIQ subscription cancellation and payment problems,ScoutIQ subscription
215472993790588,2026-02-06 12:38:28,true,cancel,Account cancellation issues,Troubleshooting
215472993129271,2026-02-06 11:57:57,true,,Invoice payments and viewing,Invoice payments and viewing
215472992978651,2026-02-06 11:41:32,true,cancel,Refunds and charges after cancellation,Billing disputes and refunds
215472992758050,2026-02-06 11:20:55,true,,"Trial subscription cancellation, Subscription charges and billing discrepancies",Subscription cancellation and refunds
215472992732955,2026-02-06 11:19:19,true,,"Switching between monthly and yearly subscriptions, Seller 365 plan selection issues","Subscription status options, Seller 365"
215472992673405,2026-02-06 11:16:46,true,,Trial subscription cancellation,Subscription cancellation and refunds
215472991074440,2026-02-06 09:27:53,true,,"Seller Central account linking and troubleshooting, Unlinking and connecting seller and merchant IDs","Amazon operations, Seller ID"
215472990713231,2026-02-06 09:03:22,true,,Account deletion process,Account status
215472984910395,2026-02-05 21:54:40,true,,Bulk cost and supplier data import,Bulk upload
215472984093039,2026-02-05 19:19:21,true,,InventoryLab subscription transition to Seller 365,Seller 365
215472983391445,2026-02-05 17:44:50,true,,"Order and shipment synchronization across platforms, SmartRepricer settings and error resolution","Data syncing, SmartRepricer"
215472983305869,2026-02-05 17:30:10,true,,Campaign email delivery issues,Troubleshooting
215472983292846,2026-02-05 17:27:52,true,,Pending offer creation issues,Troubleshooting
215472983226406,2026-02-05 17:17:34,true,,Subscription activation and reactivation issues,Subscription status options
215472983216437,2026-02-05 17:15:59,true,,Account and data deletion confirmation,Account status
215472982470083,2026-02-05 15:48:16,true,,Box handling and item movement in batches,Batch processing
215472981929123,2026-02-05 14:45:46,true,,Shipping label printing and downloading,Labeling
215472981902720,2026-02-05 14:44:12,true,,Wholesale search and access options,Wholesale search and access options
215472981233706,2026-02-05 13:59:40,true,,"ASIN and SKU pricing discrepancies, Minimum and maximum price configuration",SmartRepricer
215472979513786,2026-02-05 12:11:30,true,,"International marketplace compatibility and InventoryLab support, Tactical Arbitrage subscriptions and accounts","InventoryLab, Tactical Arbitrage subscriptions and accounts"
215472979477492,2026-02-05 12:07:46,true,,Minimum and maximum price configuration,SmartRepricer
215472979467927,2026-02-05 12:06:49,true,,,
215472977491846,2026-02-05 10:17:52,true,,Login and password troubleshooting,InventoryLab
215472977333849,2026-02-05 10:15:18,true,,,
215472973452576,2026-02-05 07:04:57,true,,,
215472973070248,2026-02-05 06:14:05,true,,"Changing associated account email addresses, Automated review and feedback requests, Campaign email delivery issues","Email settings, Review automation, Troubleshooting"
215472969747249,2026-02-04 21:25:34,true,,"Tactical Arbitrage subscriptions and accounts, Account reactivation and deactivation procedures","Tactical Arbitrage subscriptions and accounts, Account status"
215472969681537,2026-02-04 21:18:51,true,,"Placement and shipment fee concerns, Disputing and investigating account charges","Placement errors, Billing disputes and refunds"
215472969477725,2026-02-04 20:36:39,true,,"Amazon-specific shipment problems and sending issues, Batch processing errors and problem resolution, Batch submission issues","Shipment issues, Batch processing"
215472967381579,2026-02-04 18:11:31,true,,"Shipment batch issues and closing procedures, Amazon batch processing and workflow interruptions, Inventory loading and population errors","Batch processing, Amazon operations, InventoryLab"
215472966888219,2026-02-04 17:10:44,true,,"InventoryLab subscription transition to Seller 365, General subscription cancellation and refunds","Seller 365, Subscription cancellation and refunds"
215472966877663,2026-02-04 17:09:15,true,,,
215472966786397,2026-02-04 16:58:05,true,cancel,"Subscription cancellation options and button issues, Seller 365 plans and pricing","Subscription cancellation and refunds, Seller 365"
215472966571448,2026-02-04 16:29:48,true,,Website loading and accessibility issues,Troubleshooting
215472966529197,2026-02-04 16:24:02,true,,Search functionality and results issues,Search functionality and results issues
215472965247680,2026-02-04 14:52:00,true,,Detailed issue investigation and resolution,Service issues
215472964773730,2026-02-04 14:24:47,true,,SmartRepricer and InventoryLab integration and access,SmartRepricer
215472963394872,2026-02-04 13:47:39,true,,"Active listing and offer visibility issues, Inventory loading and population errors","SKU and ASIN issues, InventoryLab"
215472962393269,2026-02-04 13:17:11,true,,ScoutX and Scoutify functionality,ScoutIQ subscription
215472962261334,2026-02-04 13:12:25,true,,Accessing and managing Seller 365 apps,Seller 365
215472962185812,2026-02-04 13:08:50,true,,Active listing and offer visibility issues,SKU and ASIN issues
215472961722092,2026-02-04 12:22:31,true,,Hazmat shipping requirements and carrier options,Hazmat shipping requirements and carrier options
215472961647476,2026-02-04 12:14:09,true,,Error message troubleshooting,Troubleshooting
215472960843825,2026-02-04 11:21:18,true,,Tactical Arbitrage subscriptions and accounts,Tactical Arbitrage subscriptions and accounts
215472960437671,2026-02-04 10:59:00,true,cancel,"InventoryLab subscription cancellation, InventoryLab subscription transition to Seller 365, Getting started and registering with Seller 365","Subscription cancellation and refunds, Seller 365"
215472958647579,2026-02-04 09:04:17,true,,,
215472956994971,2026-02-04 07:00:33,true,,FeedbackWhiz account setup and subscription,FeedbackWhiz account setup and subscription
215472953864175,2026-02-03 23:22:08,true,,Transportation option confirmation issues,Placement errors
215472953363072,2026-02-03 21:58:35,true,seller 365,"Accessing and managing Seller 365 apps, Seller 365 bundle features and inclusions",Seller 365
215472953028892,2026-02-03 21:14:52,true,,Account reactivation and deactivation procedures,Account status
215472952704154,2026-02-03 20:26:20,true,,"Automated review and feedback requests, Trial subscription cancellation","Review automation, Subscription cancellation and refunds"
215472951352742,2026-02-03 17:35:08,true,,Account credits and service credit handling,Payment updates
215472951106679,2026-02-03 16:57:29,true,,Shipment batch issues and closing procedures,Batch processing
215472951084362,2026-02-03 16:54:24,true,,Box handling and item movement in batches,Batch processing
215472950493575,2026-02-03 16:16:14,true,,Subscription renewal periods and expiration details,Subscription status options
215472948689553,2026-02-03 14:45:31,true,,Automated review and feedback requests,Review automation
215472946321285,2026-02-03 12:33:18,true,,"Minimum and maximum price configuration, SmartRepricer and InventoryLab integration and access",SmartRepricer
215472946305141,2026-02-03 12:31:33,true,,"General shipment issues and status, Box handling and item movement in batches","Shipment issues, Batch processing"
215472945802174,2026-02-03 12:12:13,true,,Invoice payments and viewing,Invoice payments and viewing
215472945604915,2026-02-03 12:02:30,true,,Item revalidation troubleshooting,Troubleshooting
215472944060904,2026-02-03 10:06:57,true,refund,"InventoryLab and supplier-related subscription refunds, Refund request status and processing","Subscription cancellation and refunds, Billing disputes and refunds"
215472943538431,2026-02-03 09:34:57,true,,,
215472941233247,2026-02-03 07:53:46,true,,"SmartRepricer settings and error resolution, Minimum and maximum price configuration",SmartRepricer
215472937376204,2026-02-02 22:19:43,true,,"Amazon batch verification and submission errors, FBA and FBM inventory coordination, Batch submission issues","Amazon operations, FBA operations, Batch processing"
215472936796623,2026-02-02 21:05:11,true,,"Amazon account integration and linking requirements, Scoutify login and access issues, ScoutIQ subscription cancellation and payment problems","Amazon operations, ScoutIQ subscription"
215472936623547,2026-02-02 20:36:50,true,cancel,Trial subscription cancellation,Subscription cancellation and refunds
215472936445163,2026-02-02 20:07:10,true,,"Inventory data upload, import, and shipment creation workflows",InventoryLab
215472935790636,2026-02-02 19:28:39,true,,,
215472934023072,2026-02-02 17:53:42,true,,Restock and insights reporting features,InventoryLab
215472933557621,2026-02-02 17:23:14,true,"refund, cancel","Account cancellation confirmation, Refunds after subscription cancellation or failed cancellation, General subscription cancellation and refunds","Cancellation confirmation, Subscription cancellation and refunds"
215472933367544,2026-02-02 17:00:06,true,seller 365,"Seller 365 subscription and plan downgrades, Seller 365 plan selection issues, ScoutIQ subscription cancellation and payment problems","Seller 365, ScoutIQ subscription"
215472933314133,2026-02-02 16:54:53,true,,Changing associated account email addresses,Email settings
215472933112910,2026-02-02 16:30:56,true,,MSKU validation and error resolution,SKU and ASIN issues
215472932705069,2026-02-02 15:52:34,true,,"Inventory data upload, import, and shipment creation workflows, Active listing and offer visibility issues","InventoryLab, SKU and ASIN issues"
215472932615916,2026-02-02 15:44:17,true,,Bulk cost and supplier data import,Bulk upload
215472932327811,2026-02-02 15:22:29,true,,Subscription cancellation requests and account deletion,Subscription cancellation and refunds
215472931764184,2026-02-02 14:49:52,true,,Automated review and feedback requests,Review automation
215472931383853,2026-02-02 14:15:47,true,,Switching between monthly and yearly subscriptions,Subscription status options
215472928668357,2026-02-02 11:04:24,true,,Accessing and managing Seller 365 apps,Seller 365
215472926955706,2026-02-02 09:44:28,true,,"Credit card and card payment updates, Payment issues and troubleshooting",Payment updates
215472920071661,2026-02-01 20:50:26,true,,Tactical Arbitrage subscriptions and accounts,Tactical Arbitrage subscriptions and accounts
215472918821040,2026-02-01 17:16:20,true,,Account email changes and linking,InventoryLab
215472918649480,2026-02-01 16:43:30,true,,"Address verification issues and error resolution, Amazon batch verification and submission errors","Address verification issues and error resolution, Amazon operations"
215472918454119,2026-02-01 16:05:29,true,,Wholesale search and access options,Wholesale search and access options
215472918333414,2026-02-01 15:50:35,true,cancel,Subscription cancellation options and button issues,Subscription cancellation and refunds
215472917132493,2026-02-01 13:33:09,true,,"Subscription status and payment access, Shipment batch issues and closing procedures","InventoryLab, Batch processing"
215472917051475,2026-02-01 13:24:19,true,,Bulk cost and supplier data import,Bulk upload
215472913118542,2026-02-01 04:13:23,true,,Order visibility and health issues,Troubleshooting
215472912662571,2026-02-01 02:31:57,true,,"Inventory data upload, import, and shipment creation workflows",InventoryLab
